vehicle_id,scheduled_depart_s,sampled_headway_s,preferred_speed_mps,min_gap_m,preferred_tau_s
veh_002760,16557.316084,7.866148,20.643614,3.998560,1.892003
veh_002761,16564.767459,7.451374,19.116929,3.233123,1.684047
veh_002762,16569.674702,4.907244,23.583034,2.372244,1.960933
veh_002763,16575.234550,5.559847,24.166755,1.904002,1.554717
veh_002764,16579.854963,4.620413,24.238509,1.642548,1.256256
veh_002765,16586.478775,6.623812,24.480717,3.669975,2.428458
veh_002766,16592.378183,5.899408,20.352311,2.052134,1.420042
veh_002767,16599.040731,6.662547,24.653853,2.280023,1.750469
veh_002768,16605.494517,6.453787,21.633238,1.641305,1.675764
veh_002769,16611.746288,6.251770,21.918300,3.760285,1.786262
veh_002770,16617.210924,5.464637,23.341513,2.994543,1.423475
veh_002771,16621.751437,4.540513,24.893177,4.476702,1.531640
veh_002772,16627.088909,5.337472,24.014565,3.289961,1.604449
veh_002773,16634.163833,7.074924,21.012145,3.990192,1.828619
veh_002774,16639.918010,5.754176,20.524225,2.609055,2.001910
veh_002775,16645.827972,5.909963,25.275593,1.929668,1.887217
veh_002776,16653.129689,7.301716,20.383437,2.207219,1.845633
veh_002777,16659.861053,6.731364,23.776462,3.057741,1.711599
veh_002778,16663.648842,3.787788,25.148197,2.973285,1.713851
veh_002779,16669.528222,5.879381,22.913390,2.720541,1.696895
veh_002780,16674.221280,4.693058,24.285721,2.815595,2.135132
veh_002781,16680.140006,5.918725,21.303097,3.154645,1.958669
veh_002782,16686.725412,6.585407,22.117141,3.116187,2.530245
veh_002783,16693.489535,6.764122,23.306703,2.594582,1.825170
veh_002784,16701.985211,8.495677,18.210840,4.043691,1.966043
veh_002785,16707.233986,5.248775,25.618133,2.105869,1.337735
veh_002786,16712.791571,5.557585,22.483059,2.762727,1.887950
veh_002787,16719.652613,6.861042,21.562876,3.335038,2.572308
veh_002788,16727.095592,7.442979,18.174365,2.805753,1.141464
veh_002789,16731.548456,4.452864,23.300567,3.457497,1.661953
veh_002790,16738.578531,7.030076,17.944426,3.891243,1.975425
veh_002791,16745.576750,6.998218,21.489977,2.897506,1.829192
veh_002792,16751.351215,5.774465,23.531176,4.632824,1.488319
veh_002793,16756.929562,5.578347,19.466106,2.741208,1.678211
veh_002794,16764.028534,7.098972,18.437314,2.510939,1.926905
veh_002795,16770.669289,6.640755,21.299208,2.201131,1.599706
veh_002796,16777.270343,6.601054,23.304095,2.742960,1.778830
veh_002797,16782.172654,4.902310,22.539166,2.978312,1.929581
veh_002798,16785.589199,3.416545,23.791850,2.771764,2.059107
veh_002799,16791.448194,5.858995,20.798823,2.571913,1.957225
veh_002800,16797.041546,5.593352,23.217435,5.085392,2.382301
veh_002801,16803.728768,6.687222,21.845372,2.668459,2.180315
veh_002802,16808.581998,4.853231,22.615949,2.067456,2.332707
veh_002803,16815.534044,6.952046,24.349643,3.685957,1.616924
veh_002804,16822.148458,6.614414,20.844853,3.739614,1.892545
veh_002805,16827.038264,4.889806,22.597302,3.095107,1.550014
veh_002806,16834.455807,7.417543,20.627372,2.604821,2.025409
veh_002807,16839.941432,5.485625,21.809087,3.438143,1.590240
veh_002808,16844.896729,4.955296,23.429022,3.613906,2.039548
veh_002809,16851.273029,6.376301,24.389345,4.497623,2.095872
veh_002810,16857.250960,5.977931,22.634795,2.660231,1.906799
veh_002811,16861.893380,4.642420,24.394627,1.250079,1.809416
veh_002812,16868.823589,6.930209,22.542893,3.117875,1.501776
veh_002813,16874.809857,5.986268,25.600806,2.141520,1.619763
veh_002814,16879.672537,4.862680,23.764022,1.965296,1.937955
veh_002815,16883.041588,3.369051,21.540975,3.084634,2.009410
veh_002816,16889.681214,6.639626,19.170336,2.200255,2.078250
veh_002817,16895.829750,6.148536,22.013274,1.936857,2.190513
veh_002818,16902.008824,6.179074,26.428445,3.132240,1.780021
veh_002819,16910.074061,8.065237,21.941615,2.921058,1.802999
veh_002820,16912.338139,2.264078,18.271172,3.225170,1.858863
veh_002821,16920.241950,7.903811,22.971324,2.723723,1.961331
veh_002822,16928.287648,8.045698,21.151329,3.499569,1.789399
veh_002823,16932.817534,4.529886,21.210031,2.906385,1.739204
veh_002824,16940.339546,7.522012,22.234036,2.417117,2.065078
veh_002825,16945.121606,4.782060,23.398610,3.185203,1.088211
veh_002826,16949.557847,4.436241,22.279129,2.616058,1.842000
veh_002827,16955.405754,5.847907,24.011254,3.531335,1.499067
veh_002828,16964.147231,8.741477,26.215605,2.086116,2.376325
veh_002829,16970.689732,6.542501,21.839569,3.517844,1.605250
veh_002830,16976.764509,6.074777,21.363759,3.681214,1.473290
veh_002831,16984.093027,7.328517,23.310571,3.987040,1.728261
veh_002832,16989.159280,5.066253,18.547868,2.540736,1.781606
veh_002833,16997.405552,8.246272,21.512946,4.192860,1.769733
veh_002834,17005.761483,8.355931,24.712387,2.208232,1.830624
veh_002835,17012.405298,6.643816,25.608961,2.664057,2.222102
veh_002836,17017.222897,4.817599,18.348764,3.631406,1.872244
veh_002837,17024.830921,7.608023,23.886969,3.388991,1.932523
veh_002838,17031.272959,6.442038,22.102160,4.202974,2.128750
veh_002839,17038.238455,6.965496,21.178610,3.187455,1.630723
veh_002840,17045.943306,7.704851,21.857816,3.449884,1.638505
veh_002841,17052.597958,6.654652,26.582972,3.359383,1.404508
veh_002842,17057.244151,4.646194,25.286313,2.873986,2.008703
veh_002843,17065.479633,8.235482,24.379752,2.885427,1.615066
veh_002844,17071.898543,6.418909,24.188998,1.495759,1.423138
veh_002845,17078.384779,6.486236,20.630651,3.027242,1.749353
veh_002846,17085.307421,6.922643,23.233312,3.258505,1.672841
veh_002847,17091.775021,6.467599,21.868211,3.464835,1.601990
veh_002848,17098.896943,7.121922,22.967962,2.195346,1.893690
veh_002849,17105.193131,6.296188,24.306932,2.664585,1.590162
veh_002850,17110.926747,5.733616,19.638305,3.877270,1.495544
veh_002851,17116.101473,5.174725,22.852470,3.678441,1.841159
veh_002852,17121.334485,5.233012,21.281985,2.136833,1.489450
veh_002853,17126.902233,5.567748,20.969838,3.360036,2.319849
veh_002854,17134.386391,7.484158,21.444389,4.742575,1.577828
veh_002855,17139.881052,5.494660,23.306806,2.711957,2.051175
veh_002856,17145.714436,5.833384,24.790822,5.301681,1.774136
veh_002857,17151.562843,5.848407,26.168801,3.159517,1.924035
veh_002858,17158.363645,6.800801,23.777937,4.024625,2.116555
veh_002859,17165.337116,6.973472,25.777054,3.725653,1.751638
veh_002860,17174.298785,8.961669,21.842929,3.737983,1.392134
veh_002861,17178.209190,3.910405,20.487919,4.228844,1.508767
veh_002862,17183.867265,5.658076,20.702801,3.468640,1.240353
veh_002863,17190.726799,6.859534,23.884851,4.167718,1.656765
veh_002864,17194.199116,3.472317,22.704275,2.894582,1.795252
veh_002865,17202.811127,8.612011,21.228780,2.975257,1.463560
veh_002866,17208.636965,5.825837,22.370631,3.741403,1.679268
veh_002867,17213.445968,4.809003,19.228522,2.448778,2.017061
veh_002868,17220.902100,7.456132,23.200116,2.945049,1.655169
veh_002869,17223.605088,2.702989,25.890518,2.693934,1.753482
veh_002870,17229.923448,6.318360,25.488231,2.823726,1.700242
veh_002871,17234.436199,4.512752,24.945781,3.370925,2.197608
veh_002872,17240.413834,5.977634,22.367275,4.272574,2.044231
veh_002873,17246.974920,6.561087,19.012527,2.958781,2.244877
veh_002874,17254.163719,7.188798,23.064899,3.465332,1.583807
veh_002875,17260.780710,6.616992,21.727996,2.845844,2.329655
veh_002876,17269.910294,9.129584,21.775571,2.822728,1.809441
veh_002877,17276.003260,6.092966,22.294909,1.924055,1.876764
veh_002878,17281.490368,5.487109,18.515184,3.937297,1.885588
veh_002879,17289.329546,7.839178,25.195245,2.795316,1.810290
veh_002880,17295.231590,5.902044,21.689298,2.753474,2.678802
veh_002881,17301.858912,6.627322,24.301930,2.323055,2.232978
veh_002882,17308.538777,6.679865,22.880086,1.964753,1.916092
veh_002883,17314.426625,5.887848,22.326136,2.500789,2.112263
veh_002884,17319.774274,5.347649,22.882097,2.891753,2.175633
veh_002885,17324.789754,5.015481,24.787079,2.441538,1.742359
veh_002886,17332.144482,7.354727,21.272238,3.027140,1.726816
veh_002887,17335.081979,2.937498,21.894352,3.444012,1.805150
veh_002888,17345.805726,10.723746,20.918632,3.075989,1.409799
veh_002889,17353.536907,7.731181,21.316160,1.474892,1.420800
veh_002890,17360.091610,6.554704,23.260842,2.786679,1.656575
veh_002891,17368.942172,8.850561,23.237656,2.745619,2.259975
veh_002892,17375.354155,6.411983,24.611581,3.741438,2.047114
veh_002893,17380.011702,4.657547,21.162492,2.818722,1.942631
veh_002894,17387.552323,7.540621,22.913567,3.050405,2.070016
veh_002895,17391.098267,3.545944,25.956850,2.585121,1.817605
veh_002896,17397.998365,6.900098,21.101022,1.963965,1.653089
veh_002897,17405.795517,7.797151,21.013657,4.326986,1.890201
veh_002898,17412.597966,6.802449,19.904085,2.548447,2.072494
veh_002899,17416.421158,3.823192,24.079741,3.563692,1.464077
veh_002900,17422.728835,6.307677,20.232850,2.200217,1.864958
veh_002901,17428.544204,5.815369,20.158665,2.979987,2.002477
veh_002902,17433.430887,4.886683,24.886599,3.066836,1.527457
veh_002903,17435.962919,2.532032,19.615456,3.724555,1.540896
veh_002904,17440.184670,4.221751,19.889421,2.616051,2.080444
veh_002905,17445.433569,5.248899,19.173673,3.246801,2.226025
veh_002906,17453.121900,7.688330,22.753062,3.784747,1.544315
veh_002907,17463.251632,10.129732,25.190921,3.169003,1.825255
veh_002908,17470.536816,7.285184,19.815049,2.665680,1.863191
veh_002909,17475.354428,4.817612,24.102294,2.335002,1.259195
veh_002910,17480.722872,5.368444,24.721557,2.925458,1.421451
veh_002911,17488.346152,7.623280,22.740260,2.380227,2.001885
veh_002912,17495.266838,6.920686,19.183293,2.886144,1.700102
veh_002913,17501.853214,6.586376,23.419532,1.732485,1.459737
veh_002914,17508.210352,6.357138,25.760684,3.106432,1.589814
veh_002915,17516.009290,7.798938,25.535884,3.426964,1.955205
veh_002916,17525.363207,9.353917,21.888417,2.054597,1.827898
veh_002917,17531.377611,6.014404,20.422124,2.321473,1.525102
veh_002918,17537.615781,6.238170,22.560668,3.232153,1.296434
veh_002919,17544.372410,6.756629,22.197086,4.261553,1.635314
veh_002920,17549.679174,5.306764,22.212660,1.955788,1.617759
veh_002921,17552.390232,2.711058,23.658613,2.829930,1.714601
veh_002922,17559.130828,6.740596,21.221865,3.091078,1.829877
veh_002923,17564.030459,4.899631,21.139769,2.306351,1.521575
veh_002924,17572.005364,7.974905,24.456805,1.885764,2.104572
veh_002925,17578.279006,6.273642,19.318608,2.955374,1.476167
veh_002926,17586.525142,8.246136,24.142166,2.374713,1.931732
veh_002927,17591.238804,4.713662,23.578160,3.824067,2.024343
veh_002928,17598.935590,7.696786,23.364394,4.085682,1.790143
veh_002929,17602.488143,3.552553,21.377074,3.863571,1.553593
veh_002930,17609.894642,7.406499,25.338658,3.827475,1.876133
veh_002931,17615.538773,5.644131,25.375269,2.971270,1.522847
veh_002932,17622.944921,7.406147,20.233929,3.064027,1.390306
veh_002933,17628.407750,5.462830,19.758324,4.163901,1.904278
veh_002934,17635.431448,7.023697,21.138636,2.693283,2.237966
veh_002935,17642.185399,6.753951,23.148420,1.542822,1.338415
veh_002936,17648.760131,6.574733,20.844305,3.025065,2.051663
veh_002937,17655.424150,6.664018,24.508325,3.131006,2.530525
veh_002938,17663.944804,8.520654,21.624950,3.909240,1.683237
veh_002939,17669.102856,5.158052,26.434011,3.350889,1.572457
veh_002940,17677.207974,8.105118,23.877943,2.452889,1.889250
veh_002941,17682.676797,5.468822,22.787738,3.230674,1.926383
veh_002942,17690.487221,7.810424,20.663875,3.650006,1.488140
veh_002943,17699.996801,9.509580,21.526484,1.635183,1.980413
veh_002944,17704.799318,4.802517,18.687697,2.492920,1.477436
veh_002945,17707.565269,2.765951,21.956973,2.795568,1.885085
veh_002946,17713.810858,6.245589,22.657505,2.738867,2.073807
veh_002947,17718.773323,4.962466,23.227496,1.846206,1.604508
veh_002948,17723.983602,5.210279,21.949711,3.108123,1.741823
veh_002949,17729.489707,5.506105,23.350980,3.351178,2.125678
veh_002950,17734.689024,5.199317,23.945329,3.423017,1.412120
veh_002951,17742.835530,8.146506,21.725796,3.586714,2.416776
veh_002952,17750.523618,7.688088,21.337546,2.580938,1.492939
veh_002953,17758.262272,7.738654,24.439754,3.690744,1.993396
veh_002954,17767.730474,9.468203,20.751129,2.139323,1.621591
veh_002955,17772.574317,4.843843,24.367302,3.387954,2.052997
veh_002956,17774.829145,2.254828,19.068106,1.712768,1.409897
veh_002957,17783.864468,9.035323,21.392587,2.443107,1.750528
veh_002958,17790.240178,6.375709,23.466324,2.739509,1.853114
veh_002959,17796.156652,5.916475,22.463654,2.775948,1.320895
veh_002960,17799.452280,3.295628,21.445960,3.135800,1.858414
veh_002961,17803.424737,3.972457,23.995482,2.825810,1.495372
veh_002962,17810.462591,7.037854,23.975156,3.952071,1.124471
veh_002963,17816.247878,5.785286,23.806478,2.814875,2.109514
veh_002964,17819.018572,2.770694,21.162160,2.787575,1.696492
veh_002965,17823.607851,4.589279,22.819887,4.231065,1.703188
veh_002966,17831.181549,7.573697,23.730832,2.057257,1.119435
veh_002967,17839.099556,7.918007,20.230249,4.332759,1.373666
veh_002968,17845.420792,6.321236,25.137089,3.524420,1.554770
veh_002969,17855.671787,10.250995,24.188070,1.443786,1.744771
veh_002970,17863.211875,7.540087,20.285923,3.834455,1.935994
veh_002971,17871.927272,8.715398,23.128539,2.836169,1.513415
veh_002972,17879.927213,7.999940,23.516402,2.749610,1.921538
veh_002973,17887.174070,7.246857,19.429654,2.649270,2.016296
veh_002974,17891.165268,3.991197,20.426422,2.791555,1.950220
veh_002975,17894.764728,3.599461,24.584454,2.708277,1.741684
veh_002976,17899.652704,4.887976,21.478898,4.053805,2.116349
veh_002977,17906.040240,6.387536,20.242273,4.052298,2.010460
veh_002978,17912.041861,6.001621,20.720228,2.469078,1.733855
veh_002979,17918.603918,6.562057,22.056984,3.839999,1.761366
veh_002980,17924.573921,5.970003,19.935721,1.812013,1.883657
veh_002981,17931.290563,6.716642,20.268960,4.523064,1.578565
veh_002982,17938.771886,7.481323,20.864017,4.037299,1.737191
veh_002983,17944.783811,6.011925,20.114374,2.996072,1.537369
veh_002984,17950.351833,5.568022,24.192843,3.272431,2.175617
veh_002985,17952.419892,2.068059,22.622655,3.673735,1.657691
veh_002986,17959.728218,7.308325,19.982238,2.888978,2.012406
veh_002987,17964.568212,4.839995,21.798553,4.679739,1.531264
veh_002988,17969.204498,4.636286,23.516310,2.466268,1.421780
veh_002989,17976.506029,7.301531,19.141498,2.723432,1.602650
veh_002990,17983.883693,7.377663,23.897982,2.771143,2.048536
veh_002991,17990.903641,7.019949,18.733275,3.502604,1.776703
veh_002992,17998.333152,7.429511,21.408620,2.366619,2.060012
veh_002993,18002.692061,4.358909,24.330646,2.934670,1.947219
veh_002994,18008.348265,5.656204,26.456313,4.134497,2.436227
veh_002995,18013.523251,5.174986,19.642545,1.755160,1.791795
veh_002996,18022.118020,8.594769,22.483469,3.429679,1.824037
veh_002997,18029.413725,7.295705,19.806074,2.854898,1.719075
veh_002998,18035.047812,5.634088,21.656650,3.201741,1.997280
veh_002999,18042.309996,7.262183,25.980061,2.521709,2.104358
veh_003000,18048.872052,6.562057,19.456118,3.397246,1.574423
veh_003001,18054.695897,5.823844,23.094850,4.455458,1.724756
veh_003002,18061.396219,6.700322,18.890770,3.176388,1.936342
veh_003003,18068.672096,7.275878,21.320559,2.551456,2.469081
veh_003004,18074.458869,5.786772,22.262236,3.510094,2.092106
veh_003005,18078.583135,4.124266,25.153066,3.235182,1.805385
veh_003006,18085.115009,6.531874,21.749330,4.490546,2.103666
veh_003007,18090.718919,5.603910,18.906793,2.186952,1.542524
veh_003008,18095.000892,4.281973,24.002874,3.939681,1.873423
veh_003009,18099.848557,4.847666,18.978879,3.544722,1.931567
veh_003010,18105.474370,5.625813,24.821577,2.961596,2.227804
veh_003011,18111.515117,6.040747,20.882427,3.080077,1.724702
veh_003012,18118.357650,6.842533,21.704889,2.414600,1.824895
veh_003013,18124.038934,5.681284,23.235892,2.395726,1.826366
veh_003014,18130.713795,6.674861,22.778714,3.677551,1.738509
veh_003015,18136.153737,5.439942,19.965192,3.433727,2.127655
veh_003016,18142.972227,6.818490,25.916114,2.816775,1.840002
veh_003017,18149.576835,6.604608,19.590737,3.907177,1.511136
veh_003018,18156.430591,6.853756,24.733427,3.061135,2.183030
veh_003019,18164.586310,8.155719,22.560805,3.670841,1.401209
veh_003020,18170.162056,5.575747,22.069596,2.868829,1.920632
veh_003021,18173.772166,3.610110,23.773465,2.432527,1.382001
veh_003022,18179.655357,5.883191,18.751494,2.049086,1.454935
veh_003023,18186.869504,7.214147,20.050194,2.751112,1.820433
veh_003024,18192.906913,6.037409,19.825110,3.110942,2.053894
veh_003025,18199.384086,6.477173,22.242760,3.786754,1.572444
veh_003026,18202.800099,3.416013,21.263861,3.124780,2.142081
veh_003027,18207.548884,4.748785,23.321561,1.883044,1.900210
veh_003028,18214.356960,6.808076,19.629547,3.719332,1.410971
veh_003029,18221.523638,7.166678,23.479304,3.223687,2.208215
veh_003030,18226.397998,4.874360,25.896031,3.598193,1.972286
veh_003031,18232.948514,6.550516,21.463534,2.147231,1.162877
veh_003032,18237.882004,4.933490,25.029265,2.857738,1.699018
veh_003033,18242.153337,4.271333,21.722921,4.282297,1.599283
veh_003034,18248.259850,6.106513,22.154141,3.715173,1.833378
veh_003035,18254.585399,6.325549,21.997028,3.812325,1.816319
veh_003036,18261.179982,6.594583,19.388933,1.516561,1.994339
veh_003037,18268.275050,7.095068,21.743498,3.037802,1.285409
veh_003038,18276.790722,8.515672,24.014526,3.494563,1.791729
veh_003039,18284.213847,7.423125,20.877127,2.910323,1.862598
veh_003040,18289.672574,5.458727,24.204036,2.214999,2.545270
veh_003041,18297.082107,7.409533,20.628349,2.637140,2.089066
veh_003042,18300.880830,3.798724,20.956239,1.363132,1.348514
veh_003043,18307.031869,6.151039,24.683152,2.522370,1.761102
veh_003044,18314.612087,7.580218,21.143651,3.023598,1.796079
veh_003045,18321.630830,7.018743,22.133397,3.491346,2.009250
veh_003046,18328.873191,7.242361,22.843663,2.910784,1.948373
veh_003047,18337.738250,8.865059,24.957205,3.301075,1.737337
veh_003048,18342.627136,4.888886,18.933636,3.211894,2.015207
veh_003049,18349.819302,7.192166,20.496921,4.318080,1.897356
veh_003050,18355.679296,5.859994,19.801699,1.433646,2.062343
veh_003051,18363.351296,7.672000,24.479112,2.338244,1.553878
veh_003052,18369.527725,6.176429,22.569680,1.760759,1.856459
veh_003053,18376.700847,7.173122,26.593560,1.992584,1.868240
veh_003054,18385.021001,8.320154,23.680341,3.195592,1.419462
veh_003055,18391.967375,6.946373,24.648004,2.942357,1.930585
veh_003056,18397.652651,5.685276,21.775751,2.503208,1.619989
veh_003057,18403.101135,5.448485,24.227648,2.530336,1.729222
veh_003058,18408.060081,4.958946,19.762154,3.926638,2.105634
veh_003059,18415.617252,7.557171,20.474732,1.757696,1.787328
veh_003060,18423.585726,7.968474,22.404183,3.173213,1.728863
veh_003061,18429.219256,5.633530,19.626255,2.698714,1.704729
veh_003062,18432.505204,3.285948,22.836384,3.374166,1.853107
veh_003063,18437.554933,5.049729,22.108604,3.264488,1.780613
veh_003064,18444.205915,6.650982,22.425144,2.786512,2.164230
veh_003065,18448.785741,4.579826,21.628871,2.855181,1.838790
veh_003066,18451.847998,3.062257,23.411055,3.653786,2.101823
veh_003067,18457.181358,5.333360,22.722810,1.841484,1.435106
veh_003068,18460.121075,2.939717,24.312543,2.758523,2.197570
veh_003069,18466.609238,6.488163,19.472828,2.971147,1.431690
veh_003070,18472.007626,5.398388,22.895125,4.380704,1.753310
veh_003071,18478.098027,6.090401,20.710071,1.831241,1.461059
veh_003072,18486.043012,7.944985,21.769478,2.202675,2.213631
veh_003073,18490.681109,4.638096,23.997936,3.768094,1.454647
veh_003074,18493.459254,2.778145,23.533012,2.355444,1.463695
veh_003075,18499.416710,5.957456,20.711776,3.401197,1.909126
veh_003076,18506.120155,6.703444,19.514736,3.229781,1.888992
veh_003077,18509.975840,3.855685,22.324076,3.170942,1.484287
veh_003078,18515.423152,5.447312,22.634992,2.893971,1.307154
veh_003079,18520.902356,5.479204,25.852526,1.027675,1.636086
veh_003080,18526.944086,6.041730,24.304478,2.753805,1.653837
veh_003081,18532.020843,5.076757,23.160301,3.851980,1.660535
veh_003082,18542.016037,9.995194,22.416945,2.362939,1.597267
veh_003083,18547.622367,5.606330,19.183577,2.920386,1.832475
veh_003084,18553.902153,6.279786,23.137683,2.476747,1.684669
veh_003085,18559.175026,5.272872,18.039980,3.398041,1.993329
veh_003086,18561.210366,2.035341,21.181926,3.487579,1.742395
veh_003087,18569.281722,8.071356,23.662321,3.130164,2.028088
veh_003088,18577.316950,8.035228,20.611461,2.712565,1.843624
veh_003089,18581.334809,4.017859,21.455089,2.579730,1.381065
veh_003090,18585.296426,3.961618,19.555355,2.475189,1.857108
veh_003091,18591.133077,5.836651,25.124105,3.745965,2.164439
veh_003092,18600.426932,9.293855,22.200567,2.777730,1.771943
veh_003093,18606.906336,6.479404,24.085456,2.290994,1.417392
veh_003094,18612.619448,5.713112,20.747593,2.112588,2.187685
veh_003095,18617.467849,4.848401,22.790753,2.778262,1.980948
veh_003096,18624.443934,6.976085,25.501769,2.995082,1.753843
veh_003097,18629.888799,5.444865,21.240631,2.248687,1.472359
veh_003098,18636.959505,7.070706,21.265429,3.553673,1.404490
veh_003099,18640.014289,3.054785,24.541508,3.451685,1.546773
veh_003100,18646.806952,6.792663,21.584277,3.935753,1.476267
veh_003101,18653.283940,6.476987,21.853676,3.211015,1.453666
veh_003102,18657.243604,3.959664,25.553346,3.711689,1.067037
veh_003103,18661.694652,4.451048,22.395593,3.545012,2.090402
veh_003104,18667.473588,5.778936,20.864994,3.705765,1.390278
veh_003105,18672.743824,5.270236,22.391348,3.768319,2.003923
veh_003106,18679.178863,6.435039,25.694256,2.975396,1.647881
veh_003107,18683.026845,3.847982,20.471346,2.019837,1.644120
veh_003108,18687.699999,4.673154,18.378927,3.983684,1.654273
veh_003109,18696.871008,9.171009,23.377880,3.679029,1.274398
veh_003110,18701.607443,4.736435,21.094345,3.309433,1.982447
veh_003111,18706.968282,5.360839,23.978031,2.525954,1.643931
veh_003112,18712.702668,5.734386,23.983141,5.212148,1.783210
veh_003113,18718.284934,5.582267,25.157394,2.950677,1.943868
veh_003114,18726.095284,7.810349,20.933334,2.495409,1.505301
veh_003115,18731.237026,5.141742,24.887897,3.028389,1.765166
veh_003116,18738.519420,7.282394,24.787821,2.174339,1.884055
veh_003117,18743.236241,4.716821,19.334280,4.352991,1.872325
veh_003118,18750.395859,7.159618,24.431267,3.703216,1.702508
veh_003119,18756.074742,5.678883,23.163187,1.556091,1.477191
veh_003120,18761.812599,5.737857,21.568998,2.998584,1.501469
veh_003121,18767.679671,5.867072,24.486845,2.247764,1.575858
veh_003122,18774.505042,6.825371,19.826061,2.140960,1.844145
veh_003123,18778.714848,4.209806,25.942674,2.627806,2.103409
veh_003124,18783.259172,4.544324,23.476544,4.062751,2.036267
veh_003125,18792.315011,9.055839,20.503732,3.289093,1.850590
veh_003126,18799.074748,6.759738,26.787954,3.776985,1.124449
veh_003127,18804.533426,5.458678,21.360652,3.252531,2.166429
veh_003128,18811.496559,6.963133,23.272859,3.335894,1.766651
veh_003129,18817.406353,5.909794,21.450975,4.112877,2.064998
veh_003130,18820.029245,2.622892,23.327270,2.642176,1.207880
veh_003131,18826.271240,6.241995,19.020208,4.063935,2.326436
veh_003132,18832.088428,5.817188,24.015568,2.180341,1.681645
veh_003133,18838.612130,6.523702,19.337765,4.813206,1.640809
veh_003134,18843.450039,4.837909,24.427876,3.396694,1.609435
veh_003135,18849.119362,5.669323,23.732189,4.044551,2.292270
veh_003136,18856.832550,7.713188,23.897638,3.679845,2.393467
veh_003137,18862.606283,5.773733,20.408676,3.223241,1.132640
veh_003138,18867.962839,5.356555,18.392501,3.305496,1.397170
veh_003139,18874.510419,6.547580,21.407018,2.852053,1.875569
veh_003140,18879.919169,5.408750,25.074500,2.496521,2.080479
veh_003141,18887.520959,7.601790,19.901556,2.280926,1.354907
veh_003142,18893.259201,5.738242,24.576838,2.036614,2.328131
veh_003143,18899.804257,6.545056,24.978926,2.393424,1.411532
veh_003144,18904.748067,4.943810,21.409729,2.506144,1.423761
veh_003145,18908.876371,4.128303,23.573755,2.820451,1.984765
veh_003146,18915.955333,7.078962,20.608808,2.936298,1.415718
veh_003147,18922.348323,6.392990,21.991196,3.814311,1.840910
veh_003148,18929.304480,6.956157,20.784376,2.156954,1.211076
veh_003149,18936.409502,7.105022,21.441752,3.769561,1.832738
veh_003150,18940.205611,3.796108,19.549534,3.707496,1.819956
veh_003151,18946.385289,6.179678,22.677209,3.356378,1.760142
veh_003152,18949.376561,2.991272,21.485348,4.594875,1.790649
veh_003153,18956.155602,6.779041,22.942932,2.181609,1.170296
veh_003154,18960.527158,4.371557,25.133683,4.250295,1.900590
veh_003155,18967.228118,6.700960,21.074730,3.466594,1.487874
veh_003156,18974.317050,7.088932,19.111081,1.928124,1.396116
veh_003157,18979.507851,5.190801,25.100713,2.144033,1.640201
veh_003158,18985.473281,5.965429,24.862725,2.407859,1.921223
veh_003159,18993.306755,7.833474,20.693352,2.688449,2.035149
veh_003160,18996.825908,3.519153,21.526798,1.279369,1.236018
veh_003161,19003.791358,6.965450,18.939415,2.317120,1.282621
veh_003162,19009.968923,6.177565,21.043661,2.788733,1.080575
veh_003163,19017.391141,7.422218,20.687089,3.183416,1.721043
veh_003164,19020.913305,3.522163,21.963590,3.522419,2.099957
veh_003165,19026.918609,6.005305,23.190595,4.135468,1.531141
veh_003166,19034.574904,7.656295,25.272812,2.231690,1.766460
veh_003167,19042.613651,8.038746,23.464445,4.202884,1.819585
veh_003168,19047.459769,4.846119,20.397360,4.070521,2.294332
veh_003169,19053.040465,5.580696,26.038362,1.807131,1.931772
veh_003170,19061.802584,8.762119,21.453468,2.515357,1.859553
veh_003171,19065.672864,3.870280,21.287615,3.010951,2.125109
veh_003172,19071.604242,5.931378,26.399151,3.429954,1.858839
veh_003173,19077.870379,6.266137,19.680945,3.246504,2.295222
veh_003174,19084.132773,6.262394,19.092636,2.511986,1.258175
veh_003175,19088.731404,4.598631,21.347802,2.535458,1.617685
veh_003176,19096.178110,7.446705,24.312009,2.705938,1.746429
veh_003177,19103.510910,7.332800,26.459699,1.982964,1.635996
veh_003178,19112.235118,8.724208,23.726884,2.649765,2.486208
veh_003179,19117.045666,4.810548,22.191567,3.174241,2.028604
veh_003180,19122.323125,5.277459,20.681035,3.473219,1.606309
veh_003181,19129.968015,7.644890,23.511374,3.277278,1.268266
veh_003182,19138.691008,8.722993,21.872324,1.768761,1.833415
veh_003183,19144.676047,5.985039,20.474389,2.371856,1.404188
veh_003184,19148.384008,3.707961,18.436409,2.719367,2.036727
veh_003185,19154.059887,5.675879,21.530205,3.838996,1.903041
veh_003186,19161.506958,7.447071,18.056352,3.366377,1.431357
veh_003187,19168.524110,7.017152,22.815127,2.444199,1.806314
veh_003188,19176.193529,7.669419,22.709101,2.814211,1.937437
veh_003189,19185.080918,8.887390,26.744161,2.613565,1.688244
veh_003190,19190.433941,5.353022,19.466420,3.179908,2.120967
veh_003191,19195.077283,4.643342,20.895185,3.310669,2.004220
veh_003192,19199.273221,4.195938,19.307939,2.350122,1.542760
veh_003193,19205.089048,5.815827,25.241942,3.973945,1.783485
veh_003194,19212.617665,7.528617,20.894912,3.266852,2.341628
